2020-10-26T17:45:48.398716;AP1;76:83:c2:21:ff:77;-61;UNKNOWN;
2020-10-26T17:45:48.511641;AP1;76:83:c2:21:ff:37;-49;UNKNOWN;
2020-10-26T17:45:48.524533;AP1;28:80:88:21:1e:78;-48;NETGEAR;NETGEAR87
2020-10-26T17:45:48.531292;AP1;3c:37:86:b9:67:7c;-53;NETGEAR;NETGEAR14
2020-10-26T17:45:48.534412;AP1;76:83:c2:21:ff:77;-62;UNKNOWN;
2020-10-26T17:45:48.566854;AP1;28:80:88:21:1e:78;-48;NETGEAR;NETGEAR87
2020-10-26T17:45:48.605484;AP1;3c:37:86:b9:67:7c;-54;NETGEAR;NETGEAR14
2020-10-26T17:45:48.615148;AP1;76:83:c2:21:ff:37;-49;UNKNOWN;
2020-10-26T17:45:48.671371;AP1;28:80:88:21:1e:78;-48;NETGEAR;NETGEAR87
2020-10-26T17:45:48.706052;AP1;3c:37:86:b9:67:7c;-53;NETGEAR;NETGEAR14
2020-10-26T17:45:48.710796;AP1;76:83:c2:21:ff:77;-62;UNKNOWN;
2020-10-26T17:45:48.717936;AP1;3c:37:86:b9:69:3b;-54;NETGEAR;NETGEAR48
2020-10-26T17:45:48.758260;AP1;3c:37:86:b1:f0:2e;-75;NETGEAR;NETGEAR14
2020-10-26T17:45:48.766316;AP1;3c:37:86:b9:6a:70;-64;NETGEAR;NETGEAR57
2020-10-26T17:45:48.806917;AP1;3c:37:86:b9:67:7c;-53;NETGEAR;NETGEAR14
2020-10-26T17:45:48.809854;AP1;76:83:c2:21:ff:77;-62;UNKNOWN;
2020-10-26T17:45:48.817950;AP1;76:83:c2:21:ff:37;-49;UNKNOWN;
2020-10-26T17:45:48.874026;AP1;28:80:88:21:1e:78;-48;NETGEAR;NETGEAR87
2020-10-26T17:45:48.910017;AP1;3c:37:86:b9:67:7c;-54;NETGEAR;NETGEAR14
2020-10-26T17:45:48.912949;AP1;76:83:c2:21:ff:77;-62;UNKNOWN;
2020-10-26T17:45:48.915899;AP1;3c:37:86:b9:69:3b;-54;NETGEAR;NETGEAR48
2020-10-26T17:45:48.920259;AP1;76:83:c2:21:ff:37;-49;UNKNOWN;
2020-10-26T17:45:48.970591;AP1;3c:37:86:b9:6a:70;-65;NETGEAR;NETGEAR57
2020-10-26T17:45:48.976228;AP1;28:80:88:21:1e:78;-49;NETGEAR;NETGEAR87
2020-10-26T17:45:49.020752;AP1;3c:37:86:b9:67:7c;-54;NETGEAR;NETGEAR14
2020-10-26T17:45:49.026408;AP1;3c:37:86:b9:69:3b;-54;NETGEAR;NETGEAR48
2020-10-26T17:45:49.032128;AP1;76:83:c2:21:ff:37;-49;UNKNOWN;
2020-10-26T17:45:49.081195;AP1;28:80:88:21:1e:78;-49;NETGEAR;NETGEAR87
2020-10-26T17:45:49.121078;AP1;3c:37:86:b9:67:7c;-53;NETGEAR;NETGEAR14
2020-10-26T17:45:49.129747;AP1;3c:37:86:b9:69:3b;-53;NETGEAR;NETGEAR48
2020-10-26T17:45:49.135238;AP1;76:83:c2:21:ff:37;-49;UNKNOWN;
2020-10-26T17:45:49.178861;AP1;3c:37:86:b1:f0:2e;-75;NETGEAR;NETGEAR14
2020-10-26T17:45:49.191260;AP1;28:80:88:21:1e:78;-48;NETGEAR;NETGEAR87
2020-10-26T17:45:49.228096;AP1;76:83:c2:21:ff:37;-48;UNKNOWN;
2020-10-26T17:45:49.268886;AP1;3c:37:86:b1:f0:2e;-73;NETGEAR;NETGEAR14
2020-10-26T17:45:49.283523;AP1;28:80:88:21:1e:78;-48;NETGEAR;NETGEAR87
2020-10-26T17:45:49.325038;AP1;3c:37:86:b9:69:3b;-53;NETGEAR;NETGEAR48
2020-10-26T17:45:49.372064;AP1;3c:37:86:b1:f0:2e;-72;NETGEAR;NETGEAR14
