1602820955;AP1;a0:04:60:31:41:ee;-46;NETGEAR;NETGEAR09
1602820956;AP1;a0:04:60:31:41:ee;-46;NETGEAR;NETGEAR09
1602820956;AP1;a0:04:60:31:41:ee;-43;NETGEAR;NETGEAR09
1602820956;AP1;a0:04:60:31:41:ee;-44;NETGEAR;NETGEAR09
1602820956;AP1;a0:04:60:31:41:ee;-43;NETGEAR;NETGEAR09
1602820956;AP1;10:da:43:8f:02:22;-55;NETGEAR;NETGEAR85
1602820956;AP1;10:da:43:8f:02:22;-56;NETGEAR;NETGEAR85
1602820956;AP1;10:da:43:bb:4b:de;-46;NETGEAR;NETGEAR10
1602820956;AP1;10:da:43:8f:02:22;-55;NETGEAR;NETGEAR85
1602820956;AP1;10:da:43:bb:4b:de;-41;NETGEAR;NETGEAR10
1602820956;AP1;10:da:43:8f:02:22;-55;NETGEAR;NETGEAR85
1602820956;AP1;a0:04:60:31:41:ee;-47;NETGEAR;NETGEAR09
1602820956;AP1;10:da:43:bb:4b:de;-45;NETGEAR;NETGEAR10
1602820956;AP1;a0:04:60:31:41:ee;-47;NETGEAR;NETGEAR09
1602820956;AP1;10:da:43:bb:4b:de;-38;NETGEAR;NETGEAR10
1602820956;AP1;a0:04:60:31:41:ee;-71;NETGEAR;NETGEAR09
1602820956;AP1;10:da:43:bb:4b:de;-38;NETGEAR;NETGEAR10
1602820956;AP1;dc:a2:66:4b:22:03;-83;Hon Hai Precision Ind. Co.,Ltd.;
1602820956;AP1;10:da:43:bb:4b:de;-43;NETGEAR;NETGEAR10
1602820956;AP1;10:da:43:bb:4b:de;-43;NETGEAR;NETGEAR10
1602820956;AP1;dc:ef:09:9a:73:e6;-64;NETGEAR;NETGEAR13
1602820956;AP1;2c:30:33:f3:a2:18;-48;NETGEAR;NETGEAR86
1602820956;AP1;2c:30:33:f3:a2:18;-47;NETGEAR;NETGEAR86
1602820956;AP1;10:da:43:8f:02:22;-55;NETGEAR;NETGEAR85
1602820956;AP1;2c:30:33:f3:a2:18;-47;NETGEAR;NETGEAR86
1602820956;AP1;10:da:43:8f:02:22;-54;NETGEAR;NETGEAR85
1602820956;AP1;10:da:43:8f:02:22;-55;NETGEAR;NETGEAR85
1602820956;AP1;80:37:73:ed:2c:8c;-53;NETGEAR;NETGEAR79
1602820956;AP1;2c:30:33:f3:a2:18;-54;NETGEAR;NETGEAR86
1602820956;AP1;10:da:43:8f:02:22;-54;NETGEAR;NETGEAR85
1602820956;AP1;2c:30:33:f3:a2:18;-54;NETGEAR;NETGEAR86
1602820956;AP1;80:37:73:ed:2c:8c;-49;NETGEAR;NETGEAR79
1602820956;AP1;10:da:43:8f:02:22;-55;NETGEAR;NETGEAR85
1602820956;AP1;80:37:73:ed:2c:8c;-47;NETGEAR;NETGEAR79
1602820956;AP1;10:da:43:8f:02:22;-56;NETGEAR;NETGEAR85
1602820956;AP1;80:37:73:ed:2c:8c;-44;NETGEAR;NETGEAR79
1602820956;AP1;80:37:73:ed:2c:8c;-44;NETGEAR;NETGEAR79
1602820956;AP1;80:37:73:ed:2c:8c;-45;NETGEAR;NETGEAR79
1602820956;AP1;80:37:73:ed:2c:8c;-45;NETGEAR;NETGEAR79
1602820956;AP1;80:37:73:ed:2c:8c;-49;NETGEAR;NETGEAR79
1602820956;AP1;80:37:73:ed:2e:9a;-51;NETGEAR;NETGEAR94
1602820956;AP1;80:37:73:ed:2e:9a;-54;NETGEAR;NETGEAR94
1602820956;AP1;80:37:73:ed:2e:9a;-49;NETGEAR;NETGEAR94
1602820957;AP1;80:37:73:ed:2e:9a;-48;NETGEAR;NETGEAR94
1602820957;AP1;80:37:73:ed:2e:9a;-43;NETGEAR;NETGEAR94
1602820957;AP1;dc:ef:09:9a:73:e6;-58;NETGEAR;NETGEAR13
1602820957;AP1;80:37:73:ed:2e:9a;-44;NETGEAR;NETGEAR94
1602820957;AP1;dc:ef:09:9a:73:e6;-58;NETGEAR;NETGEAR13
1602820957;AP1;80:37:73:ed:2e:9a;-45;NETGEAR;NETGEAR94
1602820957;AP1;dc:ef:09:9a:73:e6;-60;NETGEAR;NETGEAR13
