1602820779;AP1;80:37:73:ed:2d:2a;-49;NETGEAR;NETGEAR13
1602820780;AP1;80:37:73:ed:2d:e0;-52;NETGEAR;NETGEAR95
1602820780;AP1;a0:63:91:45:7a:9a;-50;NETGEAR;NETGEAR57
1602820780;AP1;80:37:73:ed:2d:2a;-48;NETGEAR;NETGEAR13
1602820780;AP1;a0:63:91:45:7a:9a;-54;NETGEAR;NETGEAR57
1602820780;AP1;80:37:73:ed:2d:2a;-45;NETGEAR;NETGEAR13
1602820780;AP1;80:37:73:ed:2d:e0;-56;NETGEAR;NETGEAR95
1602820780;AP1;a0:63:91:45:7a:9a;-55;NETGEAR;NETGEAR57
1602820780;AP1;80:37:73:ed:2d:2a;-53;NETGEAR;NETGEAR13
1602820780;AP1;80:37:73:ed:2e:92;-56;NETGEAR;NETGEAR26
1602820780;AP1;80:37:73:ed:2e:92;-55;NETGEAR;NETGEAR26
1602820780;AP1;80:37:73:ed:2e:92;-52;NETGEAR;NETGEAR26
1602820780;AP1;2c:30:33:f3:a2:18;-49;NETGEAR;NETGEAR86
1602820780;AP1;80:37:73:ed:2e:92;-47;NETGEAR;NETGEAR26
1602820780;AP1;a0:63:91:45:7a:9a;-54;NETGEAR;NETGEAR57
1602820780;AP1;80:37:73:ed:2d:e0;-54;NETGEAR;NETGEAR95
1602820780;AP1;80:37:73:ed:2e:92;-45;NETGEAR;NETGEAR26
1602820780;AP1;80:37:73:ed:2d:e0;-50;NETGEAR;NETGEAR95
1602820780;AP1;2c:30:33:f3:a2:18;-47;NETGEAR;NETGEAR86
1602820780;AP1;80:37:73:ed:2e:92;-52;NETGEAR;NETGEAR26
1602820780;AP1;80:37:73:ed:2d:e0;-53;NETGEAR;NETGEAR95
1602820780;AP1;10:da:43:8f:02:22;-55;NETGEAR;NETGEAR85
1602820780;AP1;80:37:73:ed:2d:e0;-45;NETGEAR;NETGEAR95
1602820780;AP1;a0:63:91:45:7a:9a;-46;NETGEAR;NETGEAR57
1602820780;AP1;2c:30:33:f3:a2:0a;-61;NETGEAR;NETGEAR14
1602820780;AP1;80:37:73:ed:2e:92;-58;NETGEAR;NETGEAR26
1602820780;AP1;80:37:73:ed:2d:e0;-46;NETGEAR;NETGEAR95
1602820780;AP1;2c:30:33:f3:a2:18;-54;NETGEAR;NETGEAR86
1602820780;AP1;80:37:73:ed:2c:8c;-53;NETGEAR;NETGEAR79
1602820780;AP1;10:da:43:8f:02:22;-55;NETGEAR;NETGEAR85
1602820780;AP1;2c:30:33:f3:a2:0a;-63;NETGEAR;NETGEAR14
1602820780;AP1;80:37:73:ed:2e:92;-56;NETGEAR;NETGEAR26
1602820780;AP1;80:37:73:ed:2d:e0;-53;NETGEAR;NETGEAR95
1602820780;AP1;a0:63:91:45:7a:9a;-50;NETGEAR;NETGEAR57
1602820780;AP1;80:37:73:ed:2c:8c;-54;NETGEAR;NETGEAR79
1602820780;AP1;2c:30:33:f3:a2:18;-54;NETGEAR;NETGEAR86
1602820780;AP1;10:da:43:8f:02:22;-54;NETGEAR;NETGEAR85
1602820780;AP1;2c:30:33:f3:a2:0a;-54;NETGEAR;NETGEAR14
1602820780;AP1;10:da:43:8f:02:22;-56;NETGEAR;NETGEAR85
